Date,Time,Activity,Facility
maandag 25 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
maandag 25 augustus 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
maandag 25 augustus 2025,11:00 – 12:00,Zwemmen met een visuele beperking,1/2 Tobbe (horecazijde)
maandag 25 augustus 2025,11:15 – 12:15,Warm water zwemmen,Trefkuil
maandag 25 augustus 2025,18:30 – 22:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 25 augustus 2025,21:00 – 22:00,Warm water zwemmen,Trefkuil
dinsdag 26 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
dinsdag 26 augustus 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
dinsdag 26 augustus 2025,09:30 – 10:15,Aquajoggen,Spaardersbad
dinsdag 26 augustus 2025,11:45 – 12:30,Watergymnastiek,Trefkuil
dinsdag 26 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
dinsdag 26 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
dinsdag 26 augustus 2025,18:30 – 19:00,Baby- en peuterzwemmen 3 maanden tot 2 jaar,Trefkuil
dinsdag 26 augustus 2025,18:30 – 21:30,Banenzwemmen,1/2 Tobbe (buitenbadzijde)
dinsdag 26 augustus 2025,19:00 – 19:30,Baby- en peuterzwemmen 2 tot 4 jaar,Trefkuil
dinsdag 26 augustus 2025,19:45 – 20:30,Aquajoggen,Trefkuil
woensdag 27 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
woensdag 27 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
woensdag 27 augustus 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
woensdag 27 augustus 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
woensdag 27 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
woensdag 27 augustus 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
woensdag 27 augustus 2025,20:00 – 21:30,Banenzwemmen,1/2 Tobbe (horecazijde)
donderdag 28 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
donderdag 28 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
donderdag 28 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
donderdag 28 augustus 2025,19:45 – 20:30,Aquajoggen,Spaardersbad
donderdag 28 augustus 2025,20:15 – 21:00,Zwanger & Fit,Trefkuil
vrijdag 29 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
vrijdag 29 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
vrijdag 29 augustus 2025,11:00 – 11:45,Watergymnastiek,Trefkuil
zaterdag 30 augustus 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zaterdag 30 augustus 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 31 augustus 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zondag 31 augustus 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 31 augustus 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Spaardersbad
zondag 31 augustus 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Trefkuil
zondag 31 augustus 2025,12:00 – 14:00,Recreatief zwemmen,Trefkuil
zondag 31 augustus 2025,12:00 – 14:00,Recreatief zwemmen,Spaardersbad
maandag 1 september 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 1 september 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
maandag 1 september 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
maandag 1 september 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
maandag 1 september 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
maandag 1 september 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
maandag 1 september 2025,11:00 – 12:00,Zwemmen met een visuele beperking,1/2 Tobbe (horecazijde)
maandag 1 september 2025,11:15 – 12:15,Warm water zwemmen,Trefkuil
maandag 1 september 2025,13:00 – 13:45,Schoolzwemmen,Trefkuil
maandag 1 september 2025,13:00 – 13:45,Schoolzwemmen,Spaardersbad
maandag 1 september 2025,15:00 – 18:15,Zwemles,Trefkuil
maandag 1 september 2025,15:00 – 18:15,Zwemles,Spaardersbad
maandag 1 september 2025,18:30 – 22:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 1 september 2025,19:20 – 20:05,Zwemles ABC voor volwassenen,Trefkuil
maandag 1 september 2025,20:10 – 20:55,Zwemles ABC voor volwassenen,Trefkuil
maandag 1 september 2025,21:00 – 22:00,Warm water zwemmen,Trefkuil
dinsdag 2 september 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
dinsdag 2 september 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
dinsdag 2 september 2025,09:30 – 10:15,Aquajoggen,Spaardersbad
dinsdag 2 september 2025,10:45 – 11:30,Schoolzwemmen,Trefkuil
dinsdag 2 september 2025,10:45 – 11:30,Schoolzwemmen,Spaardersbad
dinsdag 2 september 2025,11:45 – 12:30,Watergymnastiek,Trefkuil
dinsdag 2 september 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
